question,answer_llm,answer_orig,document
What does cosine similarity actually tell us when comparing two documents?,"Cosine similarity tells us how **aligned** two document vectors are, meaning how similar their content is **regardless of document length**.

In practice:

- **1** means the documents are very similar in direction/content
- **0** means they are unrelated
- **-1** means they are opposite

So when comparing two documents, cosine similarity measures **content similarity based on their vector representations**, not just how many words they have.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
Why is cosine similarity common in NLP for comparing word-count or TF-IDF vectors?,"Cosine similarity is common in NLP because word-count and TF-IDF vectors are usually sparse and their raw lengths can vary a lot, so cosine focuses on the **angle** between vectors rather than their magnitude. That makes it a good way to compare documents based on **content similarity**.

In the context provided, cosine similarity is used to measure how similar two documents are based on their word counts or TF-IDF values, with values closer to 1 meaning more similar.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
"What does it mean if two vectors have a cosine similarity of 1, 0, or -1?","If two vectors have a cosine similarity of:

- **1**: they point in the **same direction** — they are identical in orientation
- **0**: they are **orthogonal** — no similarity
- **-1**: they point in **completely opposite directions**

","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
"Can cosine similarity be used only with non-zero vectors, and why?","Yes — cosine similarity is defined for **non-zero vectors** because it measures the angle between vectors. A zero vector has no direction, so the angle is undefined.

","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
Why does cosine similarity turn into just a dot product once the embeddings are normalized?,"Because once both vectors are normalized to unit length, cosine similarity

\[
\cos(\theta) = \frac{x \cdot y}{\|x\|\|y\|}
\]

has \(\|x\| = \|y\| = 1\), so it becomes

\[
\cos(\theta) = x \cdot y
\]

So the normalization removes the magnitude terms, and cosine similarity is just the dot product.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
How can we use matrix multiplication to compute cosine similarity for all document vectors at once?,"If your document vectors are already normalized, you can stack them into a matrix \(D\) where each row is one document embedding, and put the query as a vector \(q\). Then compute:

\[
\text{similarities} = D \cdot q
\]

This uses matrix multiplication to produce one cosine similarity score per document at once, because for unit-length vectors, cosine similarity is just the dot product.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
Why do unit-length vectors make the magnitude part of cosine similarity irrelevant?,"Because cosine similarity measures the angle between vectors, not their length. If vectors are unit-length, their magnitudes are all 1, so the length part cancels out and only the direction matters. In that case, cosine similarity is just the dot product.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
"In vector search, why is comparing the query embedding with the document matrix so efficient?","It’s efficient because the document embeddings can be stacked into a matrix, and the query embedding is just one vector. If the vectors are normalized, cosine similarity becomes a dot product, so you can compute the similarity between the query and all documents in one optimized matrix multiplication instead of looping over documents one by one.

","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
What changes in the cosine similarity formula when both the query and the embeddings are normalized?,"When both the query and the embeddings are normalized to unit length, the cosine similarity formula simplifies: the magnitude terms drop out, so cosine similarity becomes just the dot product.

So instead of computing:

\[
\frac{q \cdot x}{\|q\|\|x\|}
\]

you can use:

\[
q \cdot x
\]

This is why it can be computed efficiently with matrix multiplication.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
"For Module 2, do I need to create another GitHub repo, or is starting a fresh Codespace enough?","Just a new codespace is enough — you do **not** need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are heavier, and commit your work to your existing repo in case you delete that codespace later.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
Why does the course recommend a separate Codespace for the vector search module instead of reusing the old one?,"Because the Module 2 vector-search dependencies are fairly heavy, and the course wants them isolated from your Module 1 environment. That way, if you’re done with Module 2, you can stop or delete that separate codespace without leaving extra packages and clutter behind in the old one.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
"If I already have my Module 1 repo, how do I set up Module 2 without making a new repository?","Just create a **new codespace from your existing Module 1 repository** — you do **not** need a new GitHub repo.

Use a separate codespace for Module 2 because its vector-search dependencies are heavier, and that keeps it isolated from Module 1. If you want to keep your work, **commit it to your repo** before deleting the codespace later.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
"Can I just keep everything in one Codespace, or is it better to isolate the heavier Module 2 dependencies?","It’s better to use a separate Codespace for Module 2.

The vector-search dependencies are fairly heavy, and isolating them means you can stop or delete that Codespace later without keeping the extra weight in your Module 1 environment. Setup is quick, and you should commit your work to the repo since you may delete the Module 2 Codespace later.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
"When I finish Module 2, can I delete the Codespace, or should I save my work somewhere first?","Yes — you can delete the Module 2 Codespace when you’re done, but **commit your work to your repository first**.

The context says:
- Module 2 should use a **separate codespace**
- You may **stop or delete** it afterward
- Because you may delete it later, you should **commit your work** so it isn’t lost

If you want, I can also explain what happens to uncommitted changes in Codespaces.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
Why does download.py seem stuck at 0% when it tries to get model.onnx from HuggingFace?,"This can happen because the connection to HuggingFace’s CDN is slow or blocked.

The workaround is to download the file directly in your browser:

https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx

Then save it as:

`models/Xenova/all-MiniLM-L6-v2/model.onnx`

Once it exists locally, `download.py` will detect it and skip re-downloading.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
What should I do if the model download never moves past 0% in download.py?,"If `download.py` stays at `0%`, the model download is likely blocked or very slow from HuggingFace’s CDN.  

**Fix:** download the file manually in your browser here:

https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx

Then save it as:

`models/Xenova/all-MiniLM-L6-v2/model.onnx`

After that, run `download.py` again — it will detect the local file and skip re-downloading it.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
Is there a way to manually download model.onnx so the script can continue?,"Yes. You can manually download it in your browser from:

https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx

Then save it to:

`models/Xenova/all-MiniLM-L6-v2/model.onnx`

The script checks whether the file already exists locally, so it should skip the download and continue.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
Can I fix the HuggingFace download issue by saving model.onnx somewhere local first?,"Yes. Download `model.onnx` manually in your browser and save it locally as:

`models/Xenova/all-MiniLM-L6-v2/model.onnx`

The script checks whether the file already exists locally, so once it’s there it should skip the HuggingFace download and continue.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
"Why does the downloader keep hanging, and how can I make it use the file I already have?",I don't know.,"This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
"Why do the matrix-based vector search and the for-loop version return slightly different scores, even though they should be doing the same dot product?","They return slightly different scores because of floating-point precision, not because the dot product is different.

`X.dot(v_query)` uses optimized BLAS/matrix code, while the for-loop adds the terms in a different order. Since floating-point addition is not perfectly associative, the last few decimal places can differ.

So both are correct; compare them with a tolerance, for example:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```

","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
"Is it normal for `np.allclose(scores, scores_loop)` to be `False` when I compare the two vector search implementations in Lesson 4?","Yes — that’s normal.

In Lesson 4, `scores = X.dot(v_query)` and the for-loop version compute the same dot products, but they may differ slightly because of floating-point precision and a different order of additions. So `np.allclose(scores, scores_loop)` can be `False` if the default tolerance is too strict.

Use a small tolerance instead:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```

So the values are not wrong; they’re just not exactly identical at the last few decimal places.","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
Why does `X.dot(v_query)` not match the Python loop exactly in the vector search notebook?,"`X.dot(v_query)` and the Python loop are computing the same dot products, but they may not match exactly because of floating-point precision.

Why this happens:
- `X.dot(...)` uses optimized low-level BLAS routines.
- The Python loop adds numbers in a different order.
- Floating-point addition is not perfectly associative, so tiny rounding differences appear.

So the results are usually only different in the last few decimal places, not mathematically wrong.

If you want to compare them, use a tolerance:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
"Are the tiny differences between the BLAS result and the loop result a bug, or just floating-point precision?",I don't know.,"In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
What’s the right way to compare the two vector search outputs without expecting identical numbers?,"Compare them with a small tolerance, not exact equality. For example:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```

This is because the two methods may add floating-point numbers in a different order, so the last few decimal places can differ slightly.","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
"For Module 2 Homework Q2, my cosine similarity result is way off and none of the multiple-choice answers match — could I be using the wrong embedding model?","Yes — the most likely issue is using a different embedding model than the homework expects.

For Module 2 Homework Q2, you should use:

```python
from embedder import Embedder
model = Embedder()
```

and **not** `sentence-transformers` or a lesson model like `multi-qa-mpnet-base-dot-v1` or `all-mpnet-base-v2`.

A few other things to double-check:

- Embed the page’s **`content`** field, not the filename or full record.
- Compare against the **query vector from Q1**.
- The `Embedder` returns **normalized vectors**, so the **dot product equals cosine similarity**.

If you’re still a little off after using the correct model, choose the **closest** multiple-choice option.","The most common cause is using a different embedding model than the homework specifies. Homework 2 tells you **not** to use `sentence-transformers` and to use the lightweight ONNX `Embedder` from `embedder.py` instead:

```python
from embedder import Embedder
model = Embedder()
```

Both approaches produce the same vectors for the same model, but if you embed with a different model (for example the `multi-qa-mpnet-base-dot-v1` model from the lessons, or `all-mpnet-base-v2`) you'll get a cosine value that isn't among the options.

Also check that:

- You're embedding the page's `content` field (not the filename or the whole dict).
- You're comparing against the query vector from Q1.
- The vectors are normalized — the `Embedder` returns normalized vectors, so the dot product is the cosine similarity directly.

If your value is still slightly off after using the right model, pick the closest option — small numerical differences are expected.",eaa17a9dc6
"In the homework, am I supposed to use sentence-transformers for the embeddings, or should I switch to the ONNX Embedder from embedder.py?","Use the **ONNX `Embedder` from `embedder.py`**, not `sentence-transformers`.

The homework specifically says to do:

```python
from embedder import Embedder
model = Embedder()
```

If you use a different embedding model, your cosine similarity may not match the homework options.","The most common cause is using a different embedding model than the homework specifies. Homework 2 tells you **not** to use `sentence-transformers` and to use the lightweight ONNX `Embedder` from `embedder.py` instead:

```python
from embedder import Embedder
model = Embedder()
```

Both approaches produce the same vectors for the same model, but if you embed with a different model (for example the `multi-qa-mpnet-base-dot-v1` model from the lessons, or `all-mpnet-base-v2`) you'll get a cosine value that isn't among the options.

Also check that:

- You're embedding the page's `content` field (not the filename or the whole dict).
- You're comparing against the query vector from Q1.
- The vectors are normalized — the `Embedder` returns normalized vectors, so the dot product is the cosine similarity directly.

If your value is still slightly off after using the right model, pick the closest option — small numerical differences are expected.",eaa17a9dc6
Why does my cosine similarity not match the quiz options even though I’m using the lesson model like multi-qa-mpnet-base-dot-v1?,"Because the homework is **not** using the lesson’s `multi-qa-mpnet-base-dot-v1` setup.

For Module 2 Homework Q2, you should use:

```python
from embedder import Embedder
model = Embedder()
```

If you use `multi-qa-mpnet-base-dot-v1` or another lesson model, your cosine similarity can be different from the quiz options, even if the approach seems similar.

Also make sure you:

- embed the page’s **`content`** field, not the filename or full record
- compare against the **query vector from Q1**
- use the **normalized vectors** from `Embedder`, so the dot product is the cosine similarity directly

If you still get a slightly different value, choose the **closest option** — small numerical differences are expected.","The most common cause is using a different embedding model than the homework specifies. Homework 2 tells you **not** to use `sentence-transformers` and to use the lightweight ONNX `Embedder` from `embedder.py` instead:

```python
from embedder import Embedder
model = Embedder()
```

Both approaches produce the same vectors for the same model, but if you embed with a different model (for example the `multi-qa-mpnet-base-dot-v1` model from the lessons, or `all-mpnet-base-v2`) you'll get a cosine value that isn't among the options.

Also check that:

- You're embedding the page's `content` field (not the filename or the whole dict).
- You're comparing against the query vector from Q1.
- The vectors are normalized — the `Embedder` returns normalized vectors, so the dot product is the cosine similarity directly.

If your value is still slightly off after using the right model, pick the closest option — small numerical differences are expected.",eaa17a9dc6
"Could my Q2 answer be wrong because I embedded the wrong text field, like the filename or full JSON instead of the page content?","Yes — that could absolutely be the issue.

For Q2, you should be embedding the page’s `content` field, **not** the filename and **not** the full JSON/dict. The course notes specifically call that out as a common mistake.

Also make sure you’re:

- using the homework’s `Embedder` from `embedder.py`
- comparing against the query vector from Q1
- using normalized vectors, where the dot product is the cosine similarity

If you want, I can help you check your code line by line.","The most common cause is using a different embedding model than the homework specifies. Homework 2 tells you **not** to use `sentence-transformers` and to use the lightweight ONNX `Embedder` from `embedder.py` instead:

```python
from embedder import Embedder
model = Embedder()
```

Both approaches produce the same vectors for the same model, but if you embed with a different model (for example the `multi-qa-mpnet-base-dot-v1` model from the lessons, or `all-mpnet-base-v2`) you'll get a cosine value that isn't among the options.

Also check that:

- You're embedding the page's `content` field (not the filename or the whole dict).
- You're comparing against the query vector from Q1.
- The vectors are normalized — the `Embedder` returns normalized vectors, so the dot product is the cosine similarity directly.

If your value is still slightly off after using the right model, pick the closest option — small numerical differences are expected.",eaa17a9dc6
"If my cosine similarity is only a little different from the provided answers, should I just choose the closest one?","Yes — if your numeric answer is close to one of the options, choose the closest one.

Small differences can happen because of filtering, dataset versions, floating-point/rounding, or provider behavior. If it’s still off, double-check that you used the correct model and inputs.","The most common cause is using a different embedding model than the homework specifies. Homework 2 tells you **not** to use `sentence-transformers` and to use the lightweight ONNX `Embedder` from `embedder.py` instead:

```python
from embedder import Embedder
model = Embedder()
```

Both approaches produce the same vectors for the same model, but if you embed with a different model (for example the `multi-qa-mpnet-base-dot-v1` model from the lessons, or `all-mpnet-base-v2`) you'll get a cosine value that isn't among the options.

Also check that:

- You're embedding the page's `content` field (not the filename or the whole dict).
- You're comparing against the query vector from Q1.
- The vectors are normalized — the `Embedder` returns normalized vectors, so the dot product is the cosine similarity directly.

If your value is still slightly off after using the right model, pick the closest option — small numerical differences are expected.",eaa17a9dc6
How do I set the Gemini key so Kestra can actually use it in the flows?,"Set it as an environment variable **before starting Kestra**, then restart Kestra so it picks it up.

For the Copilot, use the **plain** key:

```bash
export GEMINI_API_KEY=""your-gemini-api-key-here""
docker compose up -d
```

For the flows, also set the **base64-encoded** secret:

```bash
export SECRET_GEMINI_API_KEY=$(echo -n ""$GEMINI_API_KEY"" | base64)
docker compose up -d
```

Inside a flow, reference it like this:

```yaml
{{ secret('GEMINI_API_KEY') }}
```

So the rule is:

- `GEMINI_API_KEY` = plain key for the AI Copilot
- `SECRET_GEMINI_API_KEY` = base64-encoded key for Kestra flows

If you want, I can also show the full setup for OpenAI and Tavily in the same format.","Kestra reads secrets from environment variables that are prefixed with `SECRET_` and whose value is **base64-encoded**. You export them in the terminal *before* starting Kestra. For Gemini you need two variables — the plain one (used by the AI Copilot) and the base64-encoded `SECRET_` one (used by the flows):

```bash
export GEMINI_API_KEY=""your-gemini-api-key-here""                              # used by AI Copilot
export SECRET_GEMINI_API_KEY=$(echo -n $GEMINI_API_KEY | base64)             # used by the flows
export SECRET_OPENAI_API_KEY=$(echo -n ""your-openai-api-key-here"" | base64)  # required for flow 3
export SECRET_TAVILY_API_KEY=$(echo -n ""your-tavily-api-key-here"" | base64)  # required for web search (flows 3, 5, 6)
```

Then start (or restart) Kestra so it picks up the variables:

```bash
docker compose up -d
```

Inside a flow, reference a secret **without** the `SECRET_` prefix:

```yaml
{{ secret('GEMINI_API_KEY') }}
```

See the [setup lesson](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/03-orchestration/lessons/03-setup.md) for the full walkthrough. Never commit your keys to Git.",3860e5fe8b
Do I need both a normal Gemini API key and a SECRET_ version for Kestra?,"Yes. For Kestra you typically need **both**:

- `GEMINI_API_KEY` — the **plain** key, used by the **AI Copilot**
- `SECRET_GEMINI_API_KEY` — the **base64-encoded** version, used by the **flows**

Example:

```bash
export GEMINI_API_KEY=""your-gemini-api-key-here""
export SECRET_GEMINI_API_KEY=$(echo -n ""$GEMINI_API_KEY"" | base64)
```

Then restart Kestra so it picks them up:

```bash
docker compose up -d
```

Inside flows, reference it as:

```yaml
{{ secret('GEMINI_API_KEY') }}
```

So: **plain for Copilot, SECRET_ version for flows.**","Kestra reads secrets from environment variables that are prefixed with `SECRET_` and whose value is **base64-encoded**. You export them in the terminal *before* starting Kestra. For Gemini you need two variables — the plain one (used by the AI Copilot) and the base64-encoded `SECRET_` one (used by the flows):

```bash
export GEMINI_API_KEY=""your-gemini-api-key-here""                              # used by AI Copilot
export SECRET_GEMINI_API_KEY=$(echo -n $GEMINI_API_KEY | base64)             # used by the flows
export SECRET_OPENAI_API_KEY=$(echo -n ""your-openai-api-key-here"" | base64)  # required for flow 3
export SECRET_TAVILY_API_KEY=$(echo -n ""your-tavily-api-key-here"" | base64)  # required for web search (flows 3, 5, 6)
```

Then start (or restart) Kestra so it picks up the variables:

```bash
docker compose up -d
```

Inside a flow, reference a secret **without** the `SECRET_` prefix:

```yaml
{{ secret('GEMINI_API_KEY') }}
```

See the [setup lesson](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/03-orchestration/lessons/03-setup.md) for the full walkthrough. Never commit your keys to Git.",3860e5fe8b
What’s the right way to export OpenAI and Tavily keys before starting Kestra?,"Export them in the terminal **before** starting Kestra, and base64-encode the values:

```bash
export SECRET_OPENAI_API_KEY=$(echo -n ""your-openai-api-key-here"" | base64)
export SECRET_TAVILY_API_KEY=$(echo -n ""your-tavily-api-key-here"" | base64)
```

Then start/restart Kestra:

```bash
docker compose up -d
```

If you’re also using Gemini with the AI Copilot, export the plain key too:

```bash
export GEMINI_API_KEY=""your-gemini-api-key-here""
export SECRET_GEMINI_API_KEY=$(echo -n ""$GEMINI_API_KEY"" | base64)
```","Kestra reads secrets from environment variables that are prefixed with `SECRET_` and whose value is **base64-encoded**. You export them in the terminal *before* starting Kestra. For Gemini you need two variables — the plain one (used by the AI Copilot) and the base64-encoded `SECRET_` one (used by the flows):

```bash
export GEMINI_API_KEY=""your-gemini-api-key-here""                              # used by AI Copilot
export SECRET_GEMINI_API_KEY=$(echo -n $GEMINI_API_KEY | base64)             # used by the flows
export SECRET_OPENAI_API_KEY=$(echo -n ""your-openai-api-key-here"" | base64)  # required for flow 3
export SECRET_TAVILY_API_KEY=$(echo -n ""your-tavily-api-key-here"" | base64)  # required for web search (flows 3, 5, 6)
```

Then start (or restart) Kestra so it picks up the variables:

```bash
docker compose up -d
```

Inside a flow, reference a secret **without** the `SECRET_` prefix:

```yaml
{{ secret('GEMINI_API_KEY') }}
```

See the [setup lesson](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/03-orchestration/lessons/03-setup.md) for the full walkthrough. Never commit your keys to Git.",3860e5fe8b
